video_id,start,end,text,video_link,path
Y7-t7QTgQws,00:00:00.390,00:00:06.150," 
[Music]  so  [Music]  [Music]  so  uh  [Music]  [Music]  hey  [Music]  [Music]  you",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:00:06.150,00:00:06.160," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:00:06.160,00:00:07.570, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:00:07.570,00:00:07.580," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:00:07.580,00:00:27.190, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:00:27.190,00:00:27.200," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:00:27.200,00:00:35.110, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:00:35.110,00:00:35.120," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:00:35.120,00:01:03.349, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:03.349,00:01:03.359," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:03.359,00:01:05.590, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:05.590,00:01:05.600," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:05.600,00:01:28.870, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:28.870,00:01:28.880," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:28.880,00:01:30.469, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:30.469,00:01:30.479," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:30.479,00:01:32.770, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:32.770,00:01:32.780," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:32.780,00:01:45.320, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:45.320,00:01:45.330," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:45.330,00:01:59.830, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:59.830,00:01:59.840," 
 ",https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
Y7-t7QTgQws,00:01:59.840,00:02:01.920, ,https://www.youtube.com/watch?v=Y7-t7QTgQws,/Volumes/Elements/Dev/TCC/data/links/Y7-t7QTgQws.en.vtt
xoiYRIs3Ayw,00:00:03.520,00:00:12.350," 
[Music]  [Applause]  [Music]  silently  i am somewhere  [Music]  [Music]  oh  [Music]  it's over  [Music]  [Applause]  [Music]  [Music]  hurry too  [Applause]  to keep  [Music]  [Music]  a fall through i'm locked in  beside you  i'll burn here  to keep you  i'll play your  sad games  [Music]  [Applause]  [Music]  is  my  mistake  [Music]  [Music]  you",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:12.350,00:00:12.360,"[Music]  [Applause]  [Music]  silently  i am somewhere  [Music]  [Music]  oh  [Music]  it's over  [Music]  [Applause]  [Music]  [Music]  hurry too  [Applause]  to keep  [Music]  [Music]  a fall through i'm locked in  beside you  i'll burn here  to keep you  i'll play your  sad games  [Music]  [Applause]  [Music]  is  my  mistake  [Music]  [Music]  you
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:12.360,00:00:17.530,[Music]  [Applause]  [Music]  silently  i am somewhere  [Music]  [Music]  oh  [Music]  it's over  [Music]  [Applause]  [Music]  [Music]  hurry too  [Applause]  to keep  [Music]  [Music]  a fall through i'm locked in  beside you  i'll burn here  to keep you  i'll play your  sad games  [Music]  [Applause]  [Music]  is  my  mistake  [Music]  [Music]  you,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:17.530,00:00:17.540," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:17.540,00:00:25.429, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:25.429,00:00:25.439," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:25.439,00:00:27.589, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:27.589,00:00:31.820," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:31.820,00:00:31.830," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:31.830,00:00:38.090, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:38.090,00:00:38.100," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:38.100,00:00:41.030, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:41.030,00:00:41.040," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:41.040,00:00:42.570, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:42.570,00:00:42.580," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:42.580,00:00:49.190, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:49.190,00:00:58.390," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:58.390,00:00:58.400," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:00:58.400,00:01:15.240, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:15.240,00:01:15.250," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:15.250,00:01:15.610, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:15.610,00:01:15.620," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:15.620,00:01:21.520, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:21.520,00:01:21.530," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:21.530,00:01:37.270, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:37.270,00:01:45.800," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:45.800,00:01:45.810," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:45.810,00:01:51.749, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:51.749,00:01:55.680," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:55.680,00:01:55.690," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:01:55.690,00:02:21.430, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:21.430,00:02:21.440," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:21.440,00:02:33.750, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:33.750,00:02:38.229," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:38.229,00:02:40.550," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:40.550,00:02:42.790," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:42.790,00:02:45.030," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:45.030,00:02:47.509," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:47.509,00:02:49.380," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:49.380,00:02:49.390," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:49.390,00:02:50.710, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:50.710,00:02:50.720," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:50.720,00:02:51.840, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:51.840,00:02:51.850," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:51.850,00:02:56.229, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:56.229,00:02:56.239," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:56.239,00:02:59.509, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:59.509,00:02:59.519," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:02:59.519,00:03:01.430, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:03:01.430,00:03:01.440," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:03:01.440,00:03:02.450, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:03:02.450,00:03:02.460," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:03:02.460,00:03:08.520, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:03:08.520,00:03:08.530," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:03:08.530,00:03:36.149, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:03:36.149,00:03:36.159," 
 ",https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
xoiYRIs3Ayw,00:03:36.159,00:03:38.239, ,https://www.youtube.com/watch?v=xoiYRIs3Ayw,/Volumes/Elements/Dev/TCC/data/links/xoiYRIs3Ayw.en.vtt
SpSyOT9EiXQ,00:00:00.110,00:00:28.830," 
[Music]  sunlight  give you love and give me  [Music]  oh  [Music]  [Music]  [Music]  give me love  [Music]  hey  [Music]  [Applause]  [Music]  [Music]  [Applause]  is  [Music]  is  [Music]  you",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:00:28.830,00:00:28.840," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:00:28.840,00:00:30.070, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:00:30.070,00:00:43.940," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:00:43.940,00:00:43.950," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:00:43.950,00:01:10.830, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:01:10.830,00:01:10.840," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:01:10.840,00:01:12.900, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:01:12.900,00:01:12.910," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:01:12.910,00:01:22.560, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:01:22.560,00:01:22.570," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:01:22.570,00:01:34.390, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:01:34.390,00:01:34.400," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:01:34.400,00:02:06.069, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:02:06.069,00:02:09.830," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:02:09.830,00:02:09.840," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:02:09.840,00:02:20.830, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:02:20.830,00:02:20.840," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:02:20.840,00:02:22.390, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:02:22.390,00:02:22.400," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:02:22.400,00:02:24.540, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:02:24.540,00:02:24.550," 
 ",https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
SpSyOT9EiXQ,00:02:24.550,00:02:29.730, ,https://www.youtube.com/watch?v=SpSyOT9EiXQ,/Volumes/Elements/Dev/TCC/data/links/SpSyOT9EiXQ.en.vtt
